name,shape_v,shape_u,coverage,median_step,max_step,ratio,flagged,severe,edges,verdict
20250902171204--1_b2,167,117,0.7124,20.09,22.7,1.13,0,0,27538,OK
20250902171204--1_b2,652,456,0.6965,20.09,22.7,1.13,0,0,412981,OK
20250919184435-0500P2-wrap08_0919,105,100,0.7919,19.99,22.6,1.13,0,0,16409,OK
20250502205333-auto_grown_20250502181030065,188,129,0.5795,20.07,22.6,1.13,0,0,27532,OK
20250919184433-0500P2-wrap06_0919,101,100,0.8212,20.08,22.6,1.12,0,0,16371,OK
20250919184431-0500P2-wrap04_0919,274,201,0.7557,20.01,22.4,1.12,0,0,82738,OK
20231210121321,135,105,0.8749,20.02,22.4,1.12,0,0,24530,OK
20250502183421-auto_grown_20250502161744358,191,193,0.4876,20.08,22.5,1.12,0,0,34929,SPARSE
20231221180251,84,111,0.9096,19.93,22.3,1.12,0,0,16742,OK
20260318000000-w049_20260318,283,470,0.8897,20.0,22.4,1.12,0,0,235885,OK
20250825181907-0,293,168,0.663,19.98,22.3,1.12,0,0,64794,OK
20260226121302-auto_grown_20260226121302716_abf,94,198,0.7613,77.89,87.0,1.12,0,0,27996,OK
20250904233748-0_b2,181,125,0.6663,20.05,22.4,1.12,0,0,29828,OK
20250919184433-0500P2-wrap06_0919,197,195,0.7976,20.05,22.4,1.12,0,0,60862,OK
20250920020223-0500P2-wrap12_0919,98,76,0.8437,20.1,22.4,1.11,0,0,12390,OK
20260226110425-auto_grown_20260226110425097_abf,96,192,0.7367,78.43,87.2,1.11,0,0,26844,OK
20250502180748-auto_grown_20250502160748721,134,183,0.4609,20.0,22.2,1.11,0,0,21989,SPARSE
20250919184435-0500P2-wrap08_0919,204,195,0.7694,19.96,22.1,1.11,0,0,60792,OK
20250919184434-0500P2-wrap07_0919,49,44,0.7769,20.11,22.3,1.11,0,0,3251,OK
20250511200236,208,201,0.911,20.04,22.2,1.11,0,0,75743,OK
20260317000000-w035_2026031718,291,262,0.8329,20.03,22.2,1.11,0,0,126415,OK
20250511200236,749,723,0.9008,20.04,22.2,1.11,0,0,974089,OK
20250919184430-0500P2-wrap03_0919,60,84,0.5456,20.06,22.2,1.11,0,0,5352,OK
20250920020223-0500P2-wrap12_0919,191,148,0.8158,20.1,22.2,1.11,0,0,45783,OK
20250919184432-0500P2-wrap05_0919,107,122,0.7854,19.99,22.1,1.1,0,0,20261,OK
20260226110425-auto_grown_20260226110425097_abf,245,396,0.6022,78.3,86.3,1.1,0,0,116178,OK
20260226110425-auto_grown_20260226110425097_abf,115,186,0.6174,78.45,86.4,1.1,0,0,26081,OK
20250825181917--2,299,175,0.632,20.03,22.0,1.1,0,0,65647,OK
20250825181859--1,318,178,0.6754,20.02,22.0,1.1,0,0,75931,OK
20250502183138-auto_grown_20250502162038685,94,160,0.6001,20.01,22.0,1.1,0,0,17570,OK
20250904233748-0_b2,706,487,0.6519,20.05,22.0,1.1,0,0,447010,OK
20250920020222-0500P2-wrap10_0919,49,32,0.8029,20.01,22.0,1.1,0,0,2437,OK
20250919184430-0500P2-wrap03_0919,117,164,0.5152,19.99,21.9,1.1,0,0,19488,OK
20250825181859--1,1238,694,0.6658,20.01,21.9,1.1,0,0,1142089,OK
20250510172639,257,205,0.9248,20.01,21.9,1.1,0,0,96966,OK
20250825181917--2,1164,682,0.6224,20.03,21.9,1.1,0,0,986323,OK
20250510172639,926,738,0.9162,20.0,21.9,1.1,0,0,1250554,OK
20260226121302-auto_grown_20260226121302716_abf,118,192,0.6066,78.14,85.5,1.09,0,0,27120,OK
20250502184658-auto_grown_20250502163923577,211,143,0.5913,20.12,22.0,1.09,0,0,34874,OK
20231031143852,90,116,0.8425,19.94,21.8,1.09,0,0,17373,OK
20250825181917--2,598,350,0.6226,20.02,21.9,1.09,0,0,259636,OK
20250825181859--1,636,356,0.666,20.01,21.8,1.09,0,0,300540,OK
20250919184432-0500P2-wrap05_0919,208,238,0.7645,19.98,21.8,1.09,0,0,75238,OK
20250919184431-0500P2-wrap04_0919,65,48,0.7526,19.99,21.8,1.09,0,0,4576,OK
20260226113324-auto_grown_20260226113324624_abf,247,408,0.5962,78.03,85.0,1.09,0,0,119468,OK
20260226113324-auto_grown_20260226113324624_abf,116,192,0.6122,78.1,85.0,1.09,0,0,26903,OK
20250919184436-0500P2-wrap09_0919,112,69,0.8415,20.12,21.9,1.09,0,0,12819,OK
20250919184436-0500P2-wrap09_0919,218,135,0.8129,20.03,21.8,1.09,0,0,47489,OK
20260226121302-auto_grown_20260226121302716_abf,251,408,0.5909,78.11,84.9,1.09,0,0,120326,OK
20250919184435-0500P2-wrap08_0919,48,46,0.7731,20.09,21.8,1.09,0,0,3317,OK
20250928235954-auto_grown_20250928235953722_copy,115,176,0.6738,78.12,84.7,1.08,0,0,26975,OK
20231022170901,56,305,0.8991,19.96,21.6,1.08,0,0,30298,OK
20250919131642-auto_grown_20250919061642215_inp_hr,329,181,0.7004,20.04,21.6,1.08,0,0,82898,OK
20250825181934-3,301,165,0.6067,20.04,21.6,1.08,0,0,59794,OK
20250919131642-auto_grown_20250919061642215_inp_hr,1185,651,0.6919,20.05,21.6,1.08,0,0,1065619,OK
20250920020224-0500P2-wrap13_0919,44,34,0.7948,20.21,21.7,1.08,0,0,2298,OK
20250919184428-0500P2-wrap01_0919,30,36,0.6056,20.52,22.1,1.08,0,0,1244,OK
20250703025628-auto_grown_20250703025628283,205,213,0.5458,20.08,21.6,1.07,0,0,46715,OK
20250919184430-0500P2-wrap03_0919,28,39,0.5064,19.78,21.2,1.07,0,0,1041,OK
20260226110425-auto_grown_20260226110425097_abf,30,48,0.6028,77.49,83.2,1.07,0,0,1657,OK
20250825181859--1,294,165,0.6671,20.0,21.5,1.07,0,0,64234,OK
20250825181917--2,276,162,0.6235,20.02,21.5,1.07,0,0,55302,OK
20250825181934-3,1172,643,0.5972,20.04,21.5,1.07,0,0,898311,OK
20250502184845-auto_grown_20250502164121265,231,110,0.7793,20.08,21.5,1.07,0,0,38975,OK
20250510172804,204,295,0.9568,20.01,21.4,1.07,0,0,114652,OK
20250510172804,734,1062,0.9486,20.0,21.4,1.07,0,0,1477020,OK
20250502184201-auto_grown_20250502163549332,179,111,0.7348,20.05,21.4,1.07,0,0,28697,OK
20250919184429-0500P2-wrap02_0919,44,60,0.6129,20.08,21.4,1.07,0,0,3131,OK
20260226113324-auto_grown_20260226113324624_abf,30,49,0.6007,78.4,83.6,1.07,0,0,1686,OK
20250928235954-auto_grown_20250928235953722_copy,117,174,0.6501,78.36,83.5,1.07,0,0,26177,OK
20250919184429-0500P2-wrap02_0919,347,471,0.5734,20.07,21.4,1.07,0,0,186648,OK
20250825181934-3,602,330,0.5972,20.03,21.3,1.06,0,0,236364,OK
20250905172054-1_b2,151,114,0.6583,20.05,21.3,1.06,0,0,22374,OK
20250919184429-0500P2-wrap02_0919,86,117,0.568,20.02,21.3,1.06,0,0,11233,OK
20251028225813-auto_grown_20251028225813045,115,113,0.495,20.08,21.4,1.06,0,0,12642,SPARSE
20250919130642-auto_grown_20250919060642061,359,263,0.6473,20.03,21.3,1.06,0,0,119875,OK
20250920020223-0500P2-wrap12_0919,45,35,0.8152,20.13,21.4,1.06,0,0,2488,OK
20250919184433-0500P2-wrap06_0919,47,46,0.7937,20.12,21.4,1.06,0,0,3340,OK
20250905172054-1_b2,589,444,0.6414,20.06,21.3,1.06,0,0,334364,OK
20250919130642-auto_grown_20250919060642061,1293,947,0.6225,20.02,21.3,1.06,0,0,1515820,OK
20250928235954-auto_grown_20250928235953722_copy,249,370,0.6358,78.37,83.2,1.06,0,0,116535,OK
20250702235910-auto_grown_20250702235910292,149,162,0.5939,20.08,21.3,1.06,0,0,28005,OK
20250825181928-2,298,166,0.6417,20.03,21.2,1.06,0,0,63003,OK
20250919184428-0500P2-wrap01_0919,58,70,0.5372,20.64,21.9,1.06,0,0,4246,OK
20260226123353-auto_grown_20260226123353106,23,56,0.6817,79.16,83.8,1.06,0,0,1674,OK
20250502182456-auto_grown_20250502161202782,236,162,0.5003,20.0,21.2,1.06,0,0,37269,OK
20250825181928-2,1160,647,0.6318,20.02,21.2,1.06,0,0,946459,OK
20260225160055-auto_grown_20260225160055913,97,97,0.9976,78.16,82.5,1.06,0,0,18577,OK
20250825181928-2,596,332,0.6319,20.02,21.1,1.05,0,0,249118,OK
20250919184436-0500P2-wrap09_0919,52,32,0.8083,20.03,21.1,1.05,0,0,2604,OK
20250825181934-3,278,153,0.5979,20.03,21.1,1.05,0,0,50426,OK
20260225160055-auto_grown_20260225160055913,128,127,0.5469,78.58,82.5,1.05,0,0,17530,OK
20260225160055-auto_grown_20260225160055913,272,270,0.5274,78.64,82.3,1.05,0,0,76955,OK
20250825181928-2,275,154,0.6324,20.03,21.0,1.05,0,0,53122,OK
20250502185519-auto_grown_20250502164303733,160,133,0.7294,20.11,21.0,1.04,0,0,30393,OK
20260226121302-auto_grown_20260226121302716_abf,30,49,0.5918,78.8,82.3,1.04,0,0,1660,OK
20250919184429-0500P2-wrap02_0919,20,28,0.5625,20.3,21.2,1.04,0,0,584,OK
20250919184432-0500P2-wrap05_0919,49,57,0.7633,20.1,21.0,1.04,0,0,4157,OK
20251028220042-auto_grown_20251028220042762,102,100,0.5465,20.11,21.0,1.04,0,0,10950,OK
20250502180748-auto_grown_20250502160748721,206,112,0.4569,20.09,21.0,1.04,0,0,20368,SPARSE
20250919125605-auto_grown_20250919055605407,348,287,0.6596,20.03,20.9,1.04,0,0,129386,OK
20251028220955-auto_grown_20251028220955262,105,105,0.4874,20.11,21.0,1.04,0,0,10542,SPARSE
20250919064353-auto_grown_20250918234353791,336,290,0.6226,20.03,20.9,1.04,0,0,118863,OK
20250919125605-auto_grown_20250919055605407,1253,1033,0.6356,20.02,20.8,1.04,0,0,1636821,OK
20250919064353-auto_grown_20250918234353791,1210,1044,0.5969,20.02,20.8,1.04,0,0,1499107,OK
20250928235954-auto_grown_20250928235953722_copy,30,45,0.6393,78.08,81.2,1.04,0,0,1651,OK
20250502183138-auto_grown_20250502162038685,161,106,0.4952,20.05,20.8,1.04,0,0,16320,SPARSE
20251028222030-auto_grown_20251028222030940,129,129,0.4899,20.1,20.8,1.04,0,0,16050,SPARSE
20250502182142-auto_grown_20250502161324419,188,128,0.502,20.03,20.7,1.03,0,0,23556,OK
20250502180708-auto_grown_20250502160708188,133,177,0.4937,20.1,20.7,1.03,0,0,22707,SPARSE
20251029010146-auto_grown_20251029010146642,49,49,0.5569,20.21,20.8,1.03,0,0,2580,OK
20251028213516-auto_grown_20251028213516907,108,112,0.4959,20.06,20.6,1.03,0,0,11780,SPARSE
20250919184428-0500P2-wrap01_0919,14,17,0.521,20.24,20.7,1.02,0,0,221,OK
20260225160055-auto_grown_20260225160055913,33,33,0.5308,78.2,79.9,1.02,0,0,1093,OK
